,utterance,prompt,bigscience/T0pp
1015,How Much Can I Expect To Pay To Top Up A Us Card?,Considering this utterance: How Much Can I Expect To Pay To Top Up A Us Card? What is the intent that best describes it?,Answer not in context Click here to reset your password
1016,What Fee Is Included If I Top Up By Card?,Considering this utterance: What Fee Is Included If I Top Up By Card? What is the intent that best describes it?,pay by phone or by card to add value to the phone
1017,"If I Use A European Bank Card For Top Up, Do I Get Charged?","Considering this utterance: If I Use A European Bank Card For Top Up, Do I Get Charged? What is the intent that best describes it?",Get Charged Back For The Transactions I Make
1018,Will There Be Any Extra Fees For European Bank Card For Top Up?,Considering this utterance: Will There Be Any Extra Fees For European Bank Card For Top Up? What is the intent that best describes it?,ask if there will be any fees for topping up
1019,Will I Be Charged If I Use European Bank Card For Top Up?,Considering this utterance: Will I Be Charged If I Use European Bank Card For Top Up? What is the intent that best describes it?,ask a question to see if there are charges
1020,I Want To Use A European Bank Card For A Top Up. Must I Pay?,Considering this utterance: I Want To Use A European Bank Card For A Top Up. Must I Pay? What is the intent that best describes it?,Pay no fees at the ATM machine. I can't do that.
1021,Will I Be Charged For Topping Up By Card?,Considering this utterance: Will I Be Charged For Topping Up By Card? What is the intent that best describes it?,ask questions about the charges involved with topping up with a credit card
1022,Is There A Fee For Topping Up,Considering this utterance: Is There A Fee For Topping Up What is the intent that best describes it?,inquire about prices of a particular item.
1023,What Do You Charge For Top Ups?,Considering this utterance: What Do You Charge For Top Ups? What is the intent that best describes it?,fill in a gap in another person's knowledge
1024,Will It Cost Anything To Top Up A Us Card?,Considering this utterance: Will It Cost Anything To Top Up A Us Card? What is the intent that best describes it?,use your credit card to do something in a cost saving way
1025,Does Topping Up My Card Have A Fee?,Considering this utterance: Does Topping Up My Card Have A Fee? What is the intent that best describes it?,charge on the card for topping up the balance
1026,Are There Fees For Adding Money Using An International Card,Considering this utterance: Are There Fees For Adding Money Using An International Card What is the intent that best describes it?,Asking for money that's not needed
1027,"When Using A Us Card, What Is The Cost For A Top Up/Off?","Considering this utterance: When Using A Us Card, What Is The Cost For A Top Up/Off? What is the intent that best describes it?",Price-comparing of services in a supermarket
1028,"I Need To Use A European Card For A Top Up, What Will The Charge Be?","Considering this utterance: I Need To Use A European Card For A Top Up, What Will The Charge Be? What is the intent that best describes it?",be asked some questions about the payment method to determine charges
1029,Is It Okay To Use A Bank Card To Top Up,Considering this utterance: Is It Okay To Use A Bank Card To Top Up What is the intent that best describes it?,describe a particular way to pay for cellular service
1030,Any Fee For Topping Up?,Considering this utterance: Any Fee For Topping Up? What is the intent that best describes it?,express a desire to know about upcoming events
1031,Are There Any Fees For Top Ups?,Considering this utterance: Are There Any Fees For Top Ups? What is the intent that best describes it?,ambiguous intent of questioning the fees
1032,What Are The Fees Of Using An International Card To Add Money?,Considering this utterance: What Are The Fees Of Using An International Card To Add Money? What is the intent that best describes it?,Requesting information about the charges is a common way to get information
1033,Is There A Charge Or Discount If I Use A European Bank In A Top Up?,Considering this utterance: Is There A Charge Or Discount If I Use A European Bank In A Top Up? What is the intent that best describes it?,Discounts on European Union's top up fees
1034,Is Their A Fee For Top Ups?,Considering this utterance: Is Their A Fee For Top Ups? What is the intent that best describes it?,Ask someone question about top ups and get the answer
1035,Can I Top Up Using An International Card,Considering this utterance: Can I Top Up Using An International Card What is the intent that best describes it?,use a credit card to buy an overseas gift
1036,How Do I Top Up With Apple Pay?,Considering this utterance: How Do I Top Up With Apple Pay? What is the intent that best describes it?,ask if a prepaid or postpaid account works with this system
1037,Why Isn'T My Top Up Working Using My Saved American Express In Applepay?,Considering this utterance: Why Isn'T My Top Up Working Using My Saved American Express In Applepay? What is the intent that best describes it?,express displeasure with something and ask why
1038,How Do I Use The Top Up App With My Apple Watch?,Considering this utterance: How Do I Use The Top Up App With My Apple Watch? What is the intent that best describes it?,Obtain help from an employee to use the app
1039,"Google Pay And Top Up, I Want It, Can I Get It?","Considering this utterance: Google Pay And Top Up, I Want It, Can I Get It? What is the intent that best describes it?",Wants to make money quickly.'d
1040,What Can I Use To Verify My Identify?,Considering this utterance: What Can I Use To Verify My Identify? What is the intent that best describes it?,verify identity of customer in a shop and issue id
1041,What Do You Need To Verify My Identity?,Considering this utterance: What Do You Need To Verify My Identity? What is the intent that best describes it?,describe an identity verification procedure as a security check
1042,"I Need To Verify My Identity, But How Do I Do That?","Considering this utterance: I Need To Verify My Identity, But How Do I Do That? What is the intent that best describes it?",ask for help and advice on the process to validate identity
1043,How Can I Verify My Indentity?,Considering this utterance: How Can I Verify My Indentity? What is the intent that best describes it?,ask a question and find the answer online with tyra
