,utterance,prompt,bigscience/T0pp
991,Is There A Disposable Virtual Card I Can Order?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Buy one now, use it once card is damaged"
992,Where Can I Get A Disposable Virtual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"asks for information, and the location is a card"
993,Will I Be Able To Get A Disposable Virtual Card As Well?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express surprise at the suggestion that someone would ask that question
994,Hello! I Need To Order A Disposable Virtual Card. Where Can I Do That At?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,get a disposable virtual card now! Click here
995,Where Do I Request A Disposable Virtual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Contact customer service with questions related to a particular account.
996,"I Would Like To Exchange Currencies, But Is There An Extra Charge To Do So?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,exchange currencies without extra charge possible. bank robbery
997,Does It Cost Anything For Exchanges?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,cost effectiveness of the exchange scheme under consideration.
998,Can I Exchange Money From Abroad Without Additional Costs?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,add cost or fee without adding value is called
999,Does It Cost To Exchange Currencies?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Currency exchange costs can vary greatly by location.
1000,Is There A Fee For Using A European Bank Card To Top Up?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,fee for use of a european bank card
1001,Are There Any Fees For Adding Money With An International Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"fee, add, card ClickBank is a registered trademark of Click Sales, Inc. and is used under license."
1002,I Was Charged When I Used A Us Issued Card. Why And What Cards Are Free To Use To Add Money,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses displeasure with how the charges were applied
1003,Any Hidden Fees Associated With The International Card If Money Is Added?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Avoid surprise fees associated with international card. Is there an additional fee
1004,Will I Get Charged For Topping Off My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,answer not in context to original post: No
1005,Are There Charges For Topping Up Us Cards?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Charges for topping up US cards. [need a phrase
1006,Are There Fees For Top Ups?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Fees are charged for a top up
1007,What Are The Charges For Us Cards With Top Up.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,apply some top up charges before you go ahead
